Price,Place,Beds,Bath,Sq.Ft
1188888,Discovery Ridge,4,2.5,1652
364900,Bridgeland/Riverside,2,2,782
599999,Belvedere,3,3,1329
529000,Silverado,3,2.5,1412
759900,Sherwood,4,3.5,2304
345000,Dalton Square,3,1,916
224500,Beltline,1,1,841
429000,Redstone,3,3.5,1087
410000,Crescent Heights,2,2,1230
580000,Cedarbrae,5,2.5,1331
975000,Walden,3,3.5,2667
283800,Beltline,1,1,633
626400,Les Jardins,2,2.5,1245
656400,Les Jardins,2,2.5,1358
664400,Les Jardins,3,2.5,1358
699000,Sage Hill,5,3.5,1358
749500,Olive,2,1.5,1810
1250000,Mahogany,6,3.5,2985
1399900,Hounsfield Heights/Briar Hill,6,3,2635
617900,Legacy,3,2.5,1608
729900,Braeside,4,3,2008
259000,Bankview,2,1,815
1099900,Walden,3,2.5,1736
1300000,Edgemont,6,3.5,1977
755000,Coventry Hills,4,3.5,2038
999900,Cornerstone,7,5,2752
2095000,Aspen Woods,5,5.5,3549
769900,Evanston,3,2.5,2228
535000,Albert Park/Radisson Heights,6,2,1066
375000,Forest Lawn,5,1.5,1051
799000,Dalhousie,4,3.5,1916
575000,Martindale,4,3,1311
249990,Lake Bonavista,1,1,583
1520000,Upper Mount Royal,4,3.5,1877
575000,Cedarbrae,3,2,1297
779900,Panorama Hills,4,3.5,2037
499500,Beltline,2,2,822
750000,Altadore,3,3.5,1312
999900,Strathcona Park,2,2.5,2344
979000,Mount Pleasant,4,3.5,1813
699000,Eau Claire,2,2,1868
199000,Greenview,2,2,1001
625000,Beltline,2,2,1100
965000,Aspen Woods,5,3,2062
578900,Taradale,3,2.5,1347
748000,Tuxedo Park,4,4.5,1783
314900,Huntington Hills,2,2,936
370000,Tuxedo Park,2,1,1145
299999,Bridgeland/Riverside,1,1,424
2195000,Glendale,7,5.5,1926
290000,Albert Park/Radisson Heights,2,2,916
3199900,Lakeview,5,4.5,4550
419000,Penbrooke Meadows,6,2,934
990000,Eau Claire,2,2,964
775000,Oakridge,3,3.5,2718
1098900,Downtown West End,3,3,1408
1249000,Inglewood,5,3.5,2443
518000,Mission,2,2,1056
835000,Hamptons,5,3.5,2272
875000,Silver Springs,3,1.5,2288
1144000,Valley Ridge,6,3.5,3055
549990,Inglewood,1,2.5,1170
365000,Chinatown,1,1,534
365000,Downtown Commercial Core,1,1,630
539900,Millrise,4,2,1173
459900,Panorama Hills,3,2.5,1394
1039000,West Hillhurst,4,3.5,1872
549900,University District,2,2,748
1050000,Rutland Park,4,3.5,1898
1050000,Rutland Park,4,3.5,1897
889000,Capitol Hill,4,3.5,1682
889000,Capitol Hill,4,3.5,1687
259900,Mission,1,1,508
315000,Downtown East Village,2,1,561
199900,Albert Park/Radisson Heights,2,2,990
364900,Walden,2,2,764
765000,Cougar Ridge,3,2.5,2035
480000,Falconridge,5,2,1014
559900,Horizon Village Varsity,3,2,891
1588000,Bowness,5,3.5,3476
789900,Signal Hill,5,3.5,2010
799900,Cornerstone,4,2.5,2694
2250000,Patterson,4,2.5,1907
775000,West Springs,5,3.5,1975
574999,Mckenzie Lake,4,3.5,1611
2489000,Aspen Woods,6,5.5,4280
1825000,Lake Bonavista,6,4.5,3283
1050000,Maple Ridge,5,3.5,1497
400000,Downtown East Village,2,1.5,651
799900,Silverado,5,3.5,2453
1475000,Parkhill,4,3.5,1888
649000,Greenwood/Greenbriar,4,3.5,1562
660000,Martindale,4,2.5,1542
479900,Beltline,2,2,893
615000,Seton,4,3.5,1578
289000,Seton,1,1,588
995000,Point Mckay,2,2.5,1945
550000,Castleridge,4,2,1052
784900,Varsity,4,2.5,1209
1399999,Wildwood,5,3.5,1710
258000,Panorama Hills,1,1,690
325000,Beltline,2,1.5,969
3375000,Elbow Park,5,3.5,4695
1199998,Lakeview,5,3.5,1407
1174900,Hamptons,6,3.5,2817
1350000,Eau Claire,2,2.5,2263
199900,Mayland Heights,1,1,658
435000,Eau Claire,2,2,1168
699900,Monterey Park,3,2.5,2046
1599000,Cranston,4,2.5,1785
750000,Bankview,2,1,1172
839000,Winston Heights/Mountview,4,2,1000
999900,West Hillhurst,3,2.5,1779
585000,Shawnessy,4,2.5,1904
1099900,Maple Ridge,5,2.5,2286
1058000,Aspen Woods,3,3.5,2995
488000,Beltline,2,2,914
859000,Sherwood,6,3.5,2625
195000,Eau Claire,1,1,743
428800,Crescent Heights,2,2.5,1153
579000,Sunnyside,2,2.5,1306
850000,Oakridge,4,3,1124
1380000,Evanston,4,3.5,2900
799900,Edgemont,4,2.5,2345
768000,Woodbine,4,3.5,1856
312000,Rundle,2,1,1086
565000,Mayland Heights,4,2,953
1299000,Royal Oak,4,3.5,2762
1049000,Upper Mount Royal,3,2,1383
995000,Eau Claire,2,2,1490
799888,Royal Oak,4,2.5,2249
1549000,Aspen Woods,5,3.5,3345
619000,Hidden Valley,3,1,1362
888000,Richmond,4,3.5,1804
999900,Shaganappi,4,3.5,1901
1650000,Mahogany,3,3.5,1263
449000,Mission,2,1.5,1243
874900,Alpine Park,3,2.5,2362
338999,Sage Hill,2,2,842
2498900,Mahogany,4,3.5,3456
775000,Garrison Green,4,3.5,1436
390000,Ogden,3,2,864
659000,Belmont,4,3.5,1634
699000,Tuxedo Park,3,2,2361
339900,Beltline,1,1,665
284900,Varsity,1,1.5,975
2195000,Collingwood,5,4.5,3192
619900,Greenwood/Greenbriar,4,2.5,1266
689000,Tuscany,4,3.5,1604
525000,Currie Barracks,2,2,886
515000,Currie Barracks,2,2,824
639200,University District,2,2,902
629900,Medicine Hill,3,2.5,1630
265000,Beltline,2,1,827
599000,Saddle Ridge,5,2.5,1138
409900,Beltline,2,2,926
329900,Bridgeland/Riverside,2,1.5,1056
369900,Shawnee Slopes,2,2.5,1137
789888,Edgemont,4,3.5,2234
699900,Downtown Commercial Core,1,2,1217
824786,Saddle Ridge,4,3.5,2079
769999,Charleswood,4,2,1091
749500,Panorama Hills,3,2.5,2292
997500,Tuxedo Park,5,3.5,2570
975000,Eau Claire,2,2,1709
997500,Tuxedo Park,5,3.5,2570
299000,Cornerstone,2,2,656
774900,Skyview Ranch,5,3.5,2098
765000,Saddle Ridge,6,4,2331
374900,Mahogany,1,1,540
1099000,Canyon Meadows,6,3,1485
419900,Downtown Commercial Core,2,2,769
584900,Belvedere,3,2.5,1465
395000,Beddington Heights,2,1,857
250000,Beltline,2,1.5,896
1250000,Altadore,4,3.5,2129
840000,Willow Park,4,3,1428
1095000,Lakeview,4,3,1335
769900,Arbour Lake,6,3.5,2172
559900,Sunnyside,2,1,727
299900,Tuxedo Park,1,1.5,1027
920000,Eau Claire,3,3,2185
829900,Livingston,4,3.5,2268
778000,Mckenzie Towne,3,2.5,2279
459000,Ogden,2,1,980
288900,Taradale,2,2,884
440000,Walden,2,2.5,1322
699000,Monterey Park,6,3.5,2050
1299900,Cougar Ridge,5,4.5,3281
1375000,West Hillhurst,4,3.5,2116
1299000,Cranston,2,2.5,2013
534900,Albert Park/Radisson Heights,4,2.5,1044
679999,Coach Hill,4,3,1617
3800000,Mayfair,6,4.5,5602
1295000,Hillhurst,3,4.5,1912
798000,Carrington,4,3.5,2228
1275000,Renfrew,3,4,2275
414900,Eau Claire,2,2,1223
750000,Douglasdale/Glen,5,3.5,2196
920000,Hamptons,4,3.5,2481
320000,Bridgeland/Riverside,1,1,533
1249000,Sunnyside,2,2.5,2211
1287000,Parkdale,3,2.5,2021
1140000,Parkdale,3,4.5,1828
468000,Upper Mount Royal,2,2,1230
399900,Richmond,2,2,919
204900,Sunalta,1,1,744
527860,Beltline,2,2,1585
899900,Mahogany,4,3.5,2253
825000,Bowness,3,2.5,1854
2488000,Windsor Park,4,4.5,2992
1249900,Hamptons,4,3.5,2874
749900,Hotchkiss,5,3.5,2196
848888,Evanston,3,2.5,1952
699900,Maple Ridge,5,2.5,1394
429900,Beltline,2,2,968
385500,Millrise,2,1.5,796
279900,Somerset,2,2,825
489000,Falconridge,4,2,913
829900,Altadore,4,3.5,1701
399900,Beltline,1,1.5,944
290000,Mission,1,1,704
1059000,Winston Heights/Mountview,4,3.5,2241
464900,Douglasdale/Glen,2,2.5,1156
959900,Parkdale,4,4.5,2233
459900,Mahogany,2,2,1276
579900,Bridlewood,3,2.5,1435
870000,Pine Creek,4,2.5,2539
599900,Whitehorn,6,3,1280
649900,Somerset,4,3.5,1999
1000000,Springbank Hill,4,3.5,2114
450000,Eau Claire,2,2,1038
764888,Legacy,3,2.5,2325
629888,University District,2,2.5,1266
2100000,Eau Claire,2,2.5,1639
3295000,Aspen Woods,6,6,4744
899900,Canyon Meadows,5,4,2789
364900,Walden,2,2,792
349000,Mission,1,1,581
490000,Sage Hill,3,3.5,1366
1219000,Canyon Meadows,4,3,2364
1339000,Edgemont,5,3.5,3020
429000,Rocky Ridge,3,2,1239
479900,Martindale,3,1.5,1307
1065000,Aspen Woods,3,3.5,2837
324900,Crescent Heights,1,1,501
578000,Douglasdale/Glen,3,2.5,1550
1195000,Banff Trail,5,3,1300
830000,Hamptons,3,2.5,2578
1849900,Edgemont,5,3.5,3382
1799900,West Hillhurst,5,3.5,3042
864900,Hamptons,4,2.5,2305
329900,University District,1,1,420
258800,Beltline,1,1,460
569900,Belvedere,3,2.5,1518
555000,Walden,3,2.5,1422
1095000,Mount Pleasant,4,3.5,2012
830000,Winston Heights/Mountview,3,2.5,1751
649900,Banff Trail,3,2,989
199900,Mayland Heights,1,1,636
439999,Pineridge,3,2,965
889000,Nolan Hill,6,2.5,2449
599000,Mount Pleasant,3,3,1456
849000,Taradale,7,5,2494
619900,Evanston,3,2.5,1485
488900,,4,3.5,1365
365000,Harvest Hills,2,2,839
349900,Beltline,2,1,857
179997,Whitehorn,1,1,519
1190000,Currie Barracks,4,3.5,1776
1075000,Altadore,4,3.5,2155
439000,Whitehorn,3,2.5,1125
499900,Beltline,2,2,750
393999,Sunnyside,1,2,737
1100000,Scenic Acres,4,3,1787
1590000,Bowness,7,4.5,2665
669990,Carrington,3,2.5,1674
609900,Downtown West End,2,2,833
429000,Bridgeland/Riverside,2,2,1089
1200000,Crescent Heights,4,4.5,2470
949000,Legacy,4,2.5,2625
239900,Bankview,1,1,802
998690,Highland Park,8,4,1645
1599900,Renfrew,4,4.5,3088
599900,Monterey Park,4,3.5,1773
836990,Carrington,4,2.5,2613
849990,Carrington,4,2.5,2750
875000,Cranston,3,2.5,2329
299000,Southview,2,2,898
750000,Tuxedo Park,4,3.5,1738
839900,Cornerstone,4,4,2434
489900,Monterey Park,5,2,1007
226900,Haysboro,1,1,493
729900,Downtown East Village,2,2,1315
1098000,Banff Trail,4,3.5,2000
729000,Martindale,5,3.5,1804
399999,Shawnee Slopes,3,2.5,1491
627900,Homestead,4,3,1785
680000,Taradale,6,3.5,1446
489000,Martindale,3,1.5,1229
739900,Livingston,4,2.5,2208
749900,Royal Oak,3,2.5,2510
374900,Mission,1,1,670
374900,Mission,1,1,766
679900,Point Mckay Gardens,3,2.5,1496
799000,Chaparral,5,3.5,2693
338000,Bridgeland/Riverside,2,2,660
489900,Taradale,3,1.5,1343
624000,Mckenzie Lake,5,2.5,2253
572900,Falconridge,5,3.5,1508
799000,Livingston,3,2.5,2632
1175000,Rocky Ridge,4,4,3066
295000,Greenview,3,1.5,1143
1250000,Mount Pleasant,4,2.5,2411
1248000,Mount Pleasant,2,3.5,2375
256000,Beltline,1,1,464
779900,Coventry Hills,7,5.5,2509
598500,Kincora,4,3.5,1317
275000,Mayland Heights,2,2,988
3700000,Springbank Hill,8,7.5,8179
459900,Bridlewood,4,1.5,1234
648800,Monterey Park,4,3.5,1927
430000,Marlborough,3,1,1040
699000,Discovery Ridge,3,2.5,1508
449500,Temple,3,1.5,1215
528000,Parkdale,2,2,987
1298800,West Springs,4,3.5,2731
280000,Walden,1,1,496
256000,Somerset,1,1,680
549000,Alpine Park,3,2.5,1496
799900,Nolan Hill,5,3.5,2313
824900,Bowness,4,3.5,1813
579999,Forest Lawn,2,2,1806
559900,Homestead,3,2.5,1441
2400000,Springbank Hill,5,4.5,5424
1599999,West Hillhurst,5,4.5,2567
820000,Panorama Hills,5,4,2648
509900,Edgemont,3,1.5,1097
689999,Chaparral,3,3.5,1791
519000,Falconridge,5,2.5,933
1999999,Silverado,4,5,2263
539900,Spruce Cliff,2,2.5,1209
390000,Cornerstone,2,2.5,1018
574900,Dover,5,2,960
269900,Legacy,2,2,694
749900,Killarney/Glengarry,3,2.5,1645
799900,Glenbrook,4,3.5,1737
344999,Sage Hill,2,2,731
809900,Canyon Meadows,4,2.5,1917
339900,Tuxedo Park,2,2,761
270000,Beltline,2,1.5,963
589000,Rundle,3,2.5,1136
390000,Legacy,2,2,914
459000,Skyview Ranch,3,3,1234
1299000,Richmond,4,3.5,2278
1125000,Mahogany,6,3.5,2913
1825000,Britannia,4,3.5,1759
999000,Tuxedo Park,3,2.5,1938
1090000,Douglasdale/Glen,4,3,1843
230000,Crescent Heights,1,1,781
929900,Carrington,4,2.5,2863
365000,Beltline,1,1,578
1199000,Christie Park,6,3.5,2612
289000,Taradale,2,2,996
639000,Citadel,4,3.5,1672
604990,Downtown East Village,2,2,1127
1399800,Edgemont,4,3.5,2606
769900,Cranston,5,3.5,2223
599900,Evolution,2,2.5,1562
599900,Eau Claire,1,1.5,1427
399900,Skyview Ranch,2,2.5,955
768800,Livingston,3,2.5,2252
455000,Yorke Townhomes,3,2.5,1529
768000,Parkland,4,2.5,1727
899900,Collingwood,4,3,1558
1298000,Evanston,5,3.5,2765
869900,Glacier Ridge,4,3,2295
1079900,Killarney/Glengarry,4,4.5,1861
594500,Bowness,3,2,990
335000,Auburn Bay,2,1,720
648000,Eau Claire,2,2,1778
1199900,West Springs,2,2.5,2569
765000,Evergreen,4,3.5,1900
875000,Redstone,5,3,2794
319900,Saddle Ridge,2,2,886
660000,Sage Hill,3,2.5,1747
549900,Mahogany,3,2.5,1424
725000,North Glenmore Park,3,3.5,1608
730000,Saddle Ridge,6,3.5,1990
309900,Beltline,1,1,532
219900,Bankview,2,1,455
308500,South CA,1,1,532
619900,Vista Heights,3,2,1106
248000,Windsor Park,2,1.5,1088
799900,Carrington,3,2.5,2047
2500000,Altadore,5,4.5,3279
599900,Les Jardins,3,2.5,1645
1398000,Cliff Bungalow Townhouses,3,3,2231
712990,Yorkville,3,2.5,1879
2098000,Hillhurst,4,4.5,2977
1689000,Chaparral,4,4.5,3453
599900,Coral Springs,4,3.5,1717
279900,Beltline,2,1,772
1275000,West Hillhurst,4,3.5,2207
339000,Acadia,2,1,888
1149900,Lakeview,4,4.5,2271
1399900,Aspen Woods,6,3.5,3601
819000,Livingston,3,2.5,2266
689900,Saddle Ridge,4,3.5,2006
319998,Eau Claire,1,1,627
255000,Saddle Ridge,2,2,814
234900,Lincoln Park,1,1,537
549900,Castleridge,4,2.5,851
459888,Montgomery,3,3.5,1078
309900,Cornerstone,2,2,707
1799900,Upper Mount Royal,4,5.5,3532
449888,Killarney Glen Court,4,2.5,1519
289000,Beltline,3,2,1240
575000,Beltline,2,2,1516
474900,Inglewood,2,1,864
899800,Collingwood,4,3.5,2267
949800,Crescent Heights,4,3.5,1802
1749900,Varsity,4,3.5,2725
499900,Hillhurst,2,2,865
549900,Section 23,3,2.5,1371
699900,North Glenmore Park,6,2.5,1605
1949900,Cougar Ridge,5,3.5,4160
630000,Crescent Heights,2,1,659
779000,Elboya,4,2,1303
2499900,Hillhurst,2,2,1988
1499900,Hillhurst,2,2,1369
1170000,Cougar Ridge,4,3.5,2552
719900,Saddle Ridge,5,3.5,2043
944000,Evergreen,4,3.5,2656
829900,Belvedere,5,4,2472
10000000,Hillhurst,3,3.5,4715
888888,Sunalta,3,3,1175
559990,Beddington Heights,3,2.5,1707
1199999,South CA,4,3.5,2331
830000,Britannia,4,3,1373
799999,Legacy,5,3,2719
829900,Country Hills,6,3,1871
254000,Haysboro,1,1,701
255000,Spruce Cliff,1,1,777
360000,Downtown West End,1,1,597
300000,Signal Hill,2,1,897
1074900,Hounsfield Heights/Briar Hill,3,3.5,1933
1495000,Signal Hill,4,4.5,2557
3388000,Aspen Woods,6,5.5,4074
779900,Saddle Ridge,6,4,1862
1798000,Parkhill,3,3.5,2024
1350000,Banff Trail,4,4.5,2258
605000,Downtown East Village,2,2,1106
849900,Silver Springs,5,3,1590
730000,Cranston,3,2.5,2245
720000,Springbank Hill,3,2.5,1435
624900,Windsor Park,2,3.5,1788
349900,Spruce Cliff,1,1,574
419000,Penbrooke Meadows,3,1,825
519000,Temple,3,2.5,1550
439900,Forest Lawn,5,3,1186
699900,Saddle Ridge,5,2.5,1986
250000,Dalhousie,2,1,778
777999,Taradale,6,3.5,2152
495000,Southwood,3,2.5,1015
387500,Downtown West End,2,2,945
1259900,Altadore,4,3.5,2434
1150000,Patterson,5,3.5,2936
525000,Beltline,2,2,730
859000,Cranston,3,2.5,2380
199000,Hillhurst,1,1,622
2095000,Aspen Woods,6,6.5,4701
574900,Southwood,4,1.5,1524
1099500,Mahogany,5,3.5,2846
704900,Martindale,4,3.5,1748
729900,Coral Springs,5,3.5,2027
1699900,Mahogany,3,3.5,1255
669000,Nolan Hill,3,2.5,1587
475000,Beltline,2,2,835
269900,Beltline,2,1.5,1056
608000,Glenbrook,2,2,677
1394900,Altadore,4,3.5,2005
1049900,Bridgeland/Riverside,4,4.5,1867
799900,Livingston,4,2.5,2343
619900,Hotchkiss,3,2.5,1769
798000,The Estate,2,1.5,1723
699990,Mahogany,4,3.5,1826
360000,Mission,2,2,980
398000,Mission,2,2,1081
1730000,Beltline,2,2.5,2431
499000,Redstone,4,3.5,1184
494000,The Enclave,2,2.5,1139
574900,North Haven,4,2,1066
209900,Sunalta,1,1,598
1449900,West Springs,6,4.5,3187
899900,Erlton,5,4.5,1577
655000,Haysboro,3,2,1037
649000,Winston Heights/Mountview,2,1,834
759900,Sherwood,4,3.5,2521
699900,Wildwood,4,2,1118
1219000,Shaganappi,5,3.5,2073
445000,South CA,3,1.5,1147
389900,Mission,2,2,1233
1280000,Mahogany,5,3.5,3099
629900,Livingston,3,2.5,1741
524900,Martindale,2,1.5,794
240000,Downtown East Village,2,1,489
684900,Legacy,3,2.5,2051
749000,Cranston,4,3.5,2220
889900,Sage Hill,4,3.5,2472
264000,Mission,1,1,568
559900,Belvedere,3,2.5,1339
559900,Belvedere,3,2.5,1437
277900,Panatella Landing,1,1,816
449900,Haysboro,2,2,1031
869988,Sunnyside,3,3.5,1677
650000,Lake Bonavista,5,2.5,1152
564900,Seton,3,2,1529
679900,Glacier Ridge,3,2.5,1765
649900,Glacier Ridge,3,2.5,1619
619900,Rangeview,3,2.5,1598
731900,Mahogany,1,1.5,1163
849900,Legacy,5,3,2398
649900,Legacy,4,3,1787
729000,Crescent Heights,3,2,813
1280000,Bridgeland/Riverside,3,1.5,2301
579999,Crestmont,3,2.5,1814
1524000,Renfrew,4,4.5,2864
1950000,Hillhurst,4,3.5,2824
289000,Midnapore,2,1,559
689900,Alpine Park,3,2.5,1861
899900,Glenbrook,4,3.5,1976
974900,Killarney/Glengarry,4,3.5,1923
307900,Downtown West End,1,1,811
530000,Falconridge,5,3,1255
2300000,North Glenmore Park,3,3.5,2014
730000,Southwood,5,3,1600
699900,Collingwood,6,2,1193
779000,Legacy,3,2.5,2321
1150000,Eau Claire,4,3.5,4257
424900,Sunnyside,1,1,561
820000,Alpine Park,3,2.5,2241
799900,Bankview,3,2.5,1308
729999,Coventry Hills,4,3.5,1705
2090000,South CA,3,2.5,2907
575000,Hawkwood,4,2.5,1624
1848000,Upper Mount Royal,4,3,2004
469888,Forest Lawn,5,2,915
1299000,Shaganappi,4,3.5,2157
1775000,Westgate,3,2.5,2474
309999,Sage Hill,2,1,657
1099000,Hamptons,5,3.5,2391
699000,Montgomery,1,2,967
959900,Killarney/Glengarry,4,3.5,1983
729000,Cranston,5,3.5,2159
699900,Royal Oak,3,2.5,1875
2750000,Mount Pleasant,6,5.5,3679
529000,Ranchlands,4,2.5,1526
289900,Haysboro,1,1,717
1849000,Pump Hill,4,3.5,3068
1050000,Carrington,4,2.5,2845
2500000,Upper Mount Royal,4,3.5,3744
2600000,Willow Park,5,5.5,3439
264900,Beltline,2,1.5,1076
364900,Downtown East Village,1,1,732
469900,Aspen Woods,2,2.5,1438
3175000,Parkhill,5,4.5,3220
1599900,Hounsfield Heights/Briar Hill,4,2,1252
479000,Downtown West End,2,2,1385
599000,Castleridge,4,2.5,1312
1080000,Richmond,2,2.5,1801
400000,Beddington Heights,4,1.5,1006
1295000,Varsity,3,2.5,1779
1999900,Currie Barracks,5,3.5,3463
624900,Beltline,1,1,1045
475000,Mission,2,1.5,1034
986500,Coral Springs,5,3.5,2568
300000,Chateau Falls,1,1,725
839900,Glenbrook,3,2.5,1785
314889,Citadel,2,2,847
539900,Sunnyside,2,2,871
340000,University District,1,1,553
199889,Citadel,1,1,491
800000,Bowness,3,1.5,1243
870000,Mission,1,1.5,1290
1699000,Bridgeland/Riverside,4,4.5,3011
1350000,Nolan Hill,7,5,2715
1500000,Mission,2,2,1451
6250000,Upper Mount Royal,6,6.5,5813
255900,Mahogany,1,1,533
589900,Pine Creek,3,2.5,1425
799900,Crescent Heights,3,1.5,883
1100000,Collingwood,4,3.5,2789
466900,Winston Heights/Mountview,1,1,662
929000,Mckenzie Lake,4,3,1810
1199888,Montgomery,4,3.5,2106
1199000,Rocky Ridge,5,3.5,2571
849999,Signal Hill,4,3.5,2582
948000,Chinatown,3,2,1388
444000,Downtown East Village,2,2,657
524900,Eau Claire,2,2,1280
749000,Mahogany,3,3.5,2243
884900,Mayfair,5,2,1377
384900,Falconridge,3,1.5,1130
775000,Silverado,3,2.5,2683
1149000,West Hillhurst,4,3.5,1835
2498880,Foothills,5,2,1232
459900,Skyview Ranch,3,3,1248
290000,Saddle Ridge,2,2,768
455000,Hillhurst,1,1,654
499000,Mayland Heights,3,1,1063
759000,Bridgeland/Riverside,4,2,1050
755000,Legacy,5,3.5,2077
439900,Beltline,2,2.5,1339
485000,Edenmore,3,2.5,1199
859900,Bowness,4,3.5,1900
200000,Bridgeland/Riverside,1,1,654
999900,Scarboro,5,4,1723
2195000,Springbank Hill,4,3.5,3249
669999,Saddle Ridge,3,3.5,1848
489000,Martindale,3,2,1062
610000,Thorncliffe,5,3,1651
795000,Bowness,4,3.5,1738
1995000,Altadore,4,4.5,3268
369900,Whitehorn,4,2,812
1250000,Sunnyside,2,2.5,1625
2400000,Windsor Park,5,2.5,2731
975000,Citadel,5,3.5,2463
435000,Palliser,2,2,1246
700000,Glamorgan,5,2,1053
500000,Canyon Meadows,2,1.5,1241
749900,Nolan Hill,4,3.5,2362
774000,Livingston,3,2.5,2231
824900,Livingston,4,3.5,2479
775000,Hillhurst,2,2,856
586940,Legacy,3,2.5,1480
1265000,Saddle Ridge,8,6,3264
769900,Coral Springs,7,3.5,2245
363000,Signal Hill,2,2,1100
804990,Cityscape,3,2.5,2428
1695000,Eagle Ridge,4,3.5,2954
194999,Mission,1,1,496
1595000,Discovery Ridge,5,5.5,3802
335000,Downtown Commercial Core,1,1,653
669000,Downtown West End,2,2,912
799900,Chinook Park,4,2,1762
433800,Downtown Commercial Core,2,2,955
395000,Seton,2,2,884
778000,Legacy,4,3.5,2098
419900,Lower Mount Royal,2,2,1187
515000,Southview,3,2,636
1149000,Beltline,3,2,1452
869900,Evanston,3,2.5,2505
2000000,Bowness,3,1.5,2557
950000,University Heights,4,2.5,1788
659800,Belmont,3,2.5,1654
589900,Silver Springs,3,2,1070
279400,Sage Hill,1,1,504
749000,Mahogany,3,2.5,2263
314900,Downtown West End,1,1,817
984000,Altadore,5,3.5,2469
375000,Mission,2,2,797
775000,Cliff Bungalow,3,3,1539
1250000,North Glenmore Park,5,3.5,1964
925000,Renfrew,4,3.5,1818
419900,Beltline,2,2,1449
1835000,Hillhurst,4,3,2300
549900,Winston Heights/Mountview,4,1,827
214999,Saddle Ridge,1,1,420
2388000,,5,3.5,2554
1150000,Wildwood,5,3.5,1656
649777,Monterey Park,5,3.5,1923
1480000,Cranston,3,2.5,1679
755000,Scenic Acres,5,3.5,2678
309900,Beltline,1,1,625
1249900,West Springs,4,3.5,2565
3000000,Patterson,5,6,5059
399900,Downtown East Village,1,1,840
739000,Belmont,3,2.5,2058
999999,Cougar Ridge,4,2.5,2458
379900,Lower Mount Royal,2,2,1006
317500,Downtown East Village,1,1,693
934990,Yorkville,4,2.5,2674
535000,Martindale,4,2,1474
1249900,Scenic Acres,4,2.5,2034
469000,The Oscar,2,2.5,1227
899000,Saddle Ridge,7,4.5,2283
1999000,Mahogany,2,2.5,1878
259500,Downtown East Village,1,1,354
349900,Chinatown,1,1,432
929900,Elbow Park,3,2,866
465000,Copperfield,2,2.5,1423
195888,Beltline,1,1,603
1075000,Walden,5,3.5,2445
639900,Ezra On Riley Park,2,2.5,1528
789900,Douglasdale/Glen,4,3.5,1964
1474900,Altadore,4,3.5,2166
269000,Hillhurst,2,1,814
215000,Somerset,1,1,715
520000,Saddle Ridge,4,2.5,1240
349900,Beltline,1,1,509
699900,Signal Hill,4,2.5,1799
840000,Scenic Acres,3,2.5,2284
7995000,Eagle Ridge,5,5.5,5434
699000,Legacy,3,2.5,1985
799999,Nolan Hill,3,2.5,2542
399000,Shawnee Slopes,2,2.5,1247
254900,Bridgeland/Riverside,2,1,1007
550000,Elbow Park,1,1,1057
2799900,Britannia,4,3.5,3963
385000,Mission,2,2,1393
519900,Bridgeland/Riverside,2,2,874
1950000,Douglasdale/Glen,5,4.5,3180
1450000,Currie Barracks,4,3.5,2368
785000,Royal Oak,4,3.5,2056
675000,Mission,2,2,1912
449900,Martindale,3,2,1065
1275000,West Hillhurst,4,3.5,1939
626400,Les Jardins,3,2.5,1645
631400,Les Jardins,3,2.5,1356
581400,Les Jardins,3,2.5,1611
725000,Cranston,3,2.5,2356
799900,Glacier Ridge,3,3.5,1728
554900,Seton,2,2,1386
440254,Douglasdale/Glen,2,2,879
742900,Mahogany,2,2.5,1164
853900,Mahogany,1,1.5,1404
2650000,Cranston,3,3.5,2805
735900,Mahogany,1,1.5,1059
295354,Douglasdale/Glen,1,1,570
624000,Highland Park,3,2.5,1619
740000,Coventry Hills,4,3.5,1713
1149000,Mount Pleasant,4,3.5,2319
2199800,Eau Claire,2,2.5,2639
950000,West Hillhurst,3,3.5,2055
174900,Bankview,1,1,649
299900,South CA,1,1,707
549900,Beltline,2,2,953
455000,Falconridge,3,2,860
739000,Glamorgan,5,2.5,1109
799000,Livingston,3,2.5,1935
722888,Canyon Meadows,3,3,1445
799000,Pine Creek,3,2.5,2326
595000,Forest Lawn,4,2,1019
1100000,Kelvin Grove,4,2.5,1887
654900,Hotchkiss,3,2.5,1714
1179000,West Hillhurst,4,3.5,2008
499000,The Enclave,2,2.5,1101
304988,Beltline,1,1,687
4998000,Britannia,5,7.5,6143
485000,Saddle Ridge,4,2,813
549900,Applewood Park,5,2.5,1063
1999900,Upper Mount Royal,5,3.5,2963
690000,University District,2,1.5,1404
749999,Oakridge,4,3.5,2426
659000,Parkdale,2,2,1127
654900,Lakeview,2,1,1260
389900,Livingston,2,2,855
149000,Lower Mount Royal,1,1,475
430000,Beltline,2,2,911
149000,Lower Mount Royal,1,1,471
149000,Lower Mount Royal,1,1,475
4490000,Hounsfield Heights/Briar Hill,4,3.5,3132
1085000,Hounsfield Heights/Briar Hill,2,2,1196
795000,Princes Island Estates,2,2.5,1911
698000,Montgomery,4,3,1697
849900,Redstone,4,4,2568
598000,Sage Hill,3,2.5,1680
489000,Taradale,5,3,974
1300000,Banff Trail,4,3.5,2161
399900,Beltline,2,2,801
1398000,Patterson,2,2.5,2251
4000000,Bowness,2,1,894
219900,Bowness,2,1,833
